gene_id	gene_name	condition	normalized_count	sem_normalized_count	raw_count	n_cells	n_samples	plot_expression
Pih1d3	Pih1d3	resting	0.0	0.0	0.0	608	3	1.0
Khdrbs2	Khdrbs2	resting	0.0	0.0	0.0	608	3	1.0
Gm5415	Gm5415	resting	0.0	0.0	0.0	608	3	1.0
Gm37724	Gm37724	resting	0.0	0.0	0.0	608	3	1.0
Gm37591	Gm37591	resting	0.0	0.0	0.0	608	3	1.0
Prim2	Prim2	resting	15.083043331846248	6.517645117398737	73.0	608	3	16.08304333184625
Rab23	Rab23	resting	4.549598543922399	0.6135397354361203	21.0	608	3	5.549598543922399
Bag2	Bag2	resting	3.725243741524387	1.108752592075713	16.0	608	3	4.7252437415243875
Zfp451	Zfp451	resting	28.50555164856124	3.839476073473448	130.0	608	3	29.50555164856124
Bend6	Bend6	resting	0.7028850475659453	0.44503991050755004	4.0	608	3	1.7028850475659452
Dst	Dst	resting	3.313521765453171	0.44012647405108696	14.0	608	3	4.313521765453171
Gm26788	Gm26788	resting	0.9177081637876935	0.37304542504769816	3.0	608	3	1.9177081637876934
Gm37958	Gm37958	resting	0.0	0.0	0.0	608	3	1.0
Gm37233	Gm37233	resting	1.817492071203107	0.9147241083113817	10.0	608	3	2.817492071203107
Ccdc115	Ccdc115	resting	30.625032672832756	3.0248419813475844	133.0	608	3	31.625032672832756
Gm28306	Gm28306	resting	0.33938663332532376	0.3393866333253238	2.0	608	3	1.3393866333253237
Imp4	Imp4	resting	61.275998827091975	2.652216756344281	268.0	608	3	62.275998827091975
Ptpn18	Ptpn18	resting	532.9849754775447	59.73448931000869	2203.0	608	3	533.9849754775447
Gm28417	Gm28417	resting	5.501610625695496	3.090087168100711	31.0	608	3	6.501610625695496
4930568A12Rik	4930568A12Rik	resting	0.5573035118185811	0.3365451314764702	3.0	608	3	1.557303511818581
Prss39	Prss39	resting	0.0	0.0	0.0	608	3	1.0
Cfc1	Cfc1	resting	0.0	0.0	0.0	608	3	1.0
Prss40	Prss40	resting	0.0	0.0	0.0	608	3	1.0
1700101I19Rik	1700101I19Rik	resting	0.0	0.0	0.0	608	3	1.0
Amer3	Amer3	resting	0.0	0.0	0.0	608	3	1.0
Arhgef4	Arhgef4	resting	4.158894586494971	0.636796568861894	17.0	608	3	5.158894586494971
Arhgef4.1	Arhgef4.1	resting	0.0	0.0	0.0	608	3	1.0
Gm38336	Gm38336	resting	0.0	0.0	0.0	608	3	1.0
Fam168b	Fam168b	resting	100.51252786793009	12.695534033093749	437.0	608	3	101.51252786793009
Plekhb2	Plekhb2	resting	43.53100145325639	5.810841712879079	183.0	608	3	44.53100145325639
Gm37068	Gm37068	resting	0.36349841424062146	0.18294482166227635	2.0	608	3	1.3634984142406215
Gm28415	Gm28415	resting	0.0	0.0	0.0	608	3	1.0
1110002O04Rik	1110002O04Rik	resting	0.0	0.0	0.0	608	3	1.0
Gm37146	Gm37146	resting	0.0	0.0	0.0	608	3	1.0
Gm33222	Gm33222	resting	0.0	0.0	0.0	608	3	1.0
4930535G08Rik	4930535G08Rik	resting	0.0	0.0	0.0	608	3	1.0
Hs6st1	Hs6st1	resting	20.05146222663846	7.648637314055224	101.0	608	3	21.05146222663846
Gm37335	Gm37335	resting	0.0	0.0	0.0	608	3	1.0
