gene_id	gene_name	condition	normalized_count	raw_count	n_cells	plot_expression
ENSMUSG00000086795	Gm11579	IEL_memory	49.24452882049549	60.0	5023	50.24452882049549
ENSMUSG00000026011	Ctla4	IEL_memory	4940.867724989714	6020.0	5023	4941.867724989714
ENSMUSG00000026009	Icos	IEL_memory	4305.613303205322	5246.0	5023	4306.613303205322
ENSMUSG00000052062	Pard3b	IEL_memory	0.0	0.0	5023	1.0
ENSMUSG00000085842	Pard3bos1	IEL_memory	0.0	0.0	5023	1.0
ENSMUSG00000100750	Gm29084	IEL_memory	1.6414842940165164	2.0	5023	2.641484294016516
ENSMUSG00000025969	Nrp2	IEL_memory	9.848905764099097	12.0	5023	10.848905764099097
ENSMUSG00000100426	Gm4208	IEL_memory	9.02816361709084	11.0	5023	10.02816361709084
ENSMUSG00000040865	Ino80d	IEL_memory	2136.391808662496	2603.0	5023	2137.391808662496
ENSMUSG00000084799	Ino80dos	IEL_memory	110.80018984611485	135.0	5023	111.80018984611485
ENSMUSG00000101599	Gm20342	IEL_memory	322.55166377424547	393.0	5023	323.55166377424547
ENSMUSG00000025968	Ndufs1	IEL_memory	879.0148394458445	1071.0	5023	880.0148394458445
ENSMUSG00000025967	Eef1b2	IEL_memory	33798.98235594708	41181.0	5023	33799.98235594708
ENSMUSG00000027520	Zdbf2	IEL_memory	1.6414842940165164	2.0	5023	2.641484294016516
ENSMUSG00000025962	Fastkd2	IEL_memory	273.30713495374994	333.0	5023	274.30713495374994
ENSMUSG00000025959	Klf7	IEL_memory	1336.1682153294444	1628.0	5023	1337.1682153294444
ENSMUSG00000025958	Creb1	IEL_memory	3015.4066481083405	3674.0	5023	3016.4066481083405
ENSMUSG00000025956	Mettl21a	IEL_memory	280.6938142768243	342.0	5023	281.6938142768243
ENSMUSG00000101832	Gm28982	IEL_memory	0.8207421470082582	1.0	5023	1.820742147008258
ENSMUSG00000087213	2810408I11Rik	IEL_memory	36.93339661537161	45.0	5023	37.93339661537161
ENSMUSG00000070871	Ccnyl1	IEL_memory	98.48905764099098	120.0	5023	99.48905764099098
ENSMUSG00000045005	Fzd5	IEL_memory	196.97811528198196	240.0	5023	197.97811528198196
ENSMUSG00000051344	Plekhm3	IEL_memory	415.2955263861786	506.0	5023	416.2955263861786
ENSMUSG00000025950	Idh1	IEL_memory	137.0639385503791	167.0	5023	138.0639385503791
ENSMUSG00000025949	Pikfyve	IEL_memory	537.5861062904091	655.0	5023	538.5861062904091
ENSMUSG00000015222	Map2	IEL_memory	8.207421470082581	10.0	5023	9.207421470082581
ENSMUSG00000026005	Rpe	IEL_memory	1090.766313373975	1329.0	5023	1091.766313373975
ENSMUSG00000026004	Kansl1l	IEL_memory	651.669264724557	794.0	5023	652.669264724557
ENSMUSG00000026003	Acadl	IEL_memory	2487.6694475820304	3031.0	5023	2488.6694475820304
ENSMUSG00000026000	Lancl1	IEL_memory	554.0009492305743	675.0	5023	555.0009492305743
ENSMUSG00000025991	Cps1	IEL_memory	37.754138762379874	46.0	5023	38.754138762379874
ENSMUSG00000025997	Ikzf2	IEL_memory	208.46850534009758	254.0	5023	209.46850534009758
ENSMUSG00000100815	Gm29112	IEL_memory	2.4622264410247743	3.0	5023	3.4622264410247743
ENSMUSG00000099954	Gm28112	IEL_memory	9.848905764099097	12.0	5023	10.848905764099097
ENSMUSG00000026196	Bard1	IEL_memory	105.05499481705705	128.0	5023	106.05499481705705
ENSMUSG00000026192	Atic	IEL_memory	878.1940972988363	1070.0	5023	879.1940972988363
ENSMUSG00000039395	Mreg	IEL_memory	0.0	0.0	5023	1.0
ENSMUSG00000026189	Pecr	IEL_memory	72.22530893672672	88.0	5023	73.22530893672672
ENSMUSG00000026187	Xrcc5	IEL_memory	566.3120814356981	690.0	5023	567.3120814356981
ENSMUSG00000039354	Smarcal1	IEL_memory	315.9857265981794	385.0	5023	316.9857265981794
ENSMUSG00000046330	Rpl37a	IEL_memory	138924.56099764683	169267.0	5023	138925.56099764683
ENSMUSG00000055322	Tns1	IEL_memory	4.924452882049549	6.0	5023	5.924452882049549
ENSMUSG00000026180	Cxcr2	IEL_memory	0.0	0.0	5023	1.0
ENSMUSG00000006304	Arpc2	IEL_memory	16938.47642995643	20638.0	5023	16939.47642995643
ENSMUSG00000006299	Aamp	IEL_memory	1703.0399550421357	2075.0	5023	1704.0399550421357
ENSMUSG00000026179	Pnkd	IEL_memory	1096.5115084030328	1336.0	5023	1097.5115084030328
ENSMUSG00000006301	Tmbim1	IEL_memory	160.8654608136186	196.0	5023	161.8654608136186
ENSMUSG00000099931	Gm29358	IEL_memory	16.414842940165162	20.0	5023	17.414842940165162
ENSMUSG00000026177	Slc11a1	IEL_memory	1.6414842940165164	2.0	5023	2.641484294016516
ENSMUSG00000026176	Ctdsp1	IEL_memory	926.6178839723234	1129.0	5023	927.6178839723234
ENSMUSG00000026175	Vil1	IEL_memory	60.734918878611104	74.0	5023	61.734918878611104
ENSMUSG00000033364	Usp37	IEL_memory	851.1096064475637	1037.0	5023	852.1096064475637
ENSMUSG00000026174	Cnot9	IEL_memory	428.4274007383108	522.0	5023	429.4274007383108
ENSMUSG00000026173	Plcd4	IEL_memory	11.490390058115613	14.0	5023	12.490390058115613
ENSMUSG00000026135	Zfp142	IEL_memory	552.3594649365577	673.0	5023	553.3594649365577
ENSMUSG00000026172	Bcs1l	IEL_memory	152.65803934353602	186.0	5023	153.65803934353602
ENSMUSG00000026171	Rnf25	IEL_memory	296.2879150699812	361.0	5023	297.2879150699812
ENSMUSG00000033257	Ttll4	IEL_memory	245.40190195546919	299.0	5023	246.40190195546919
ENSMUSG00000026170	Cyp27a1	IEL_memory	2.4622264410247743	3.0	5023	3.4622264410247743
ENSMUSG00000033227	Wnt6	IEL_memory	0.0	0.0	5023	1.0
